periode;main_branch;branch;cif;norek;type;nama;pn_pengelola;balance;aval_balance;avg_balance;open_date
2025-01-15;KC Jakarta;10499;1000005220;1000000005220;Deposito;Nasabah 05220;PN100022;82939999;377000000;377000000;2020-07-08
2025-01-15;KC Surabaya;10689;1000005221;1000000005221;Giro;Nasabah 05221;PN102605;29750000;119000000;119000000;2021-11-06
2025-01-15;KC Semarang;10545;1000005222;1000000005222;Giro;Nasabah 05222;PN104426;110200000;290000000;290000000;2023-05-17
2025-01-15;KC Makassar;10871;1000005223;1000000005223;Deposito;Nasabah 05223;PN107367;59149999;169000000;169000000;2024-10-04
2025-01-15;KC Bandung;10428;1000005224;1000000005224;Deposito;Nasabah 05224;PN108769;232200000;430000000;430000000;2024-07-20
2025-01-15;KC Makassar;10893;1000005225;1000000005225;Deposito;Nasabah 05225;PN105311;85440000;178000000;178000000;2020-10-09
2025-01-15;KC Medan;10871;1000005226;1000000005226;Tabungan;Nasabah 05226;PN107669;56759999;172000000;172000000;2022-11-05
2025-01-15;KC Semarang;10226;1000005227;1000000005227;Tabungan;Nasabah 05227;PN106341;154380000;249000000;249000000;2021-02-25
2025-01-15;KC Semarang;10073;1000005228;1000000005228;Tabungan;Nasabah 05228;PN106968;51039999;116000000;116000000;2023-07-05
2025-01-15;KC Jakarta;10524;1000005229;1000000005229;Giro;Nasabah 05229;PN104431;108500000;434000000;434000000;2023-07-14
2025-01-15;KC Semarang;10109;1000005230;1000000005230;Tabungan;Nasabah 05230;PN108952;164850000;471000000;471000000;2020-08-16
2025-01-15;KC Semarang;10836;1000005231;1000000005231;Tabungan;Nasabah 05231;PN102535;101659999;299000000;299000000;2023-09-14
2025-01-15;KC Bandung;10060;1000005232;1000000005232;Tabungan;Nasabah 05232;PN104477;155040000;304000000;304000000;2022-03-26
2025-01-15;KC Jakarta;10079;1000005233;1000000005233;Tabungan;Nasabah 05233;PN105972;186990000;271000000;271000000;2022-06-23
2025-01-15;KC Surabaya;10860;1000005234;1000000005234;Giro;Nasabah 05234;PN104504;140400000;312000000;312000000;2024-01-26
2025-01-15;KC Makassar;10065;1000005235;1000000005235;Giro;Nasabah 05235;PN105496;79200000;99000000;99000000;2022-10-15
2025-01-15;KC Makassar;10614;1000005236;1000000005236;Tabungan;Nasabah 05236;PN101570;81900000;105000000;105000000;2021-04-14
2025-01-15;KC Makassar;10525;1000005237;1000000005237;Tabungan;Nasabah 05237;PN102233;41080000;158000000;158000000;2024-01-11
2025-01-15;KC Medan;10693;1000005238;1000000005238;Deposito;Nasabah 05238;PN105012;72890000;197000000;197000000;2020-02-05
2025-01-15;KC Surabaya;10004;1000005239;1000000005239;Giro;Nasabah 05239;PN100439;140700000;335000000;335000000;2020-10-12
2025-01-15;KC Medan;10882;1000005240;1000000005240;Tabungan;Nasabah 05240;PN103190;249559999;367000000;367000000;2021-06-20
2025-01-15;KC Medan;10341;1000005241;1000000005241;Giro;Nasabah 05241;PN105320;283500000;405000000;405000000;2021-11-19
2025-01-15;KC Makassar;10441;1000005242;1000000005242;Giro;Nasabah 05242;PN104389;55130000;149000000;149000000;2023-07-05
2025-01-15;KC Surabaya;10412;1000005243;1000000005243;Giro;Nasabah 05243;PN103221;69890000;241000000;241000000;2023-02-21
2025-01-15;KC Makassar;10722;1000005244;1000000005244;Giro;Nasabah 05244;PN105925;147000000;420000000;420000000;2021-08-08
2025-01-15;KC Jakarta;10335;1000005245;1000000005245;Giro;Nasabah 05245;PN101322;101639999;231000000;231000000;2020-06-10
2025-01-15;KC Semarang;10493;1000005246;1000000005246;Giro;Nasabah 05246;PN101751;221920000;292000000;292000000;2021-02-14
2025-01-15;KC Semarang;10095;1000005247;1000000005247;Giro;Nasabah 05247;PN101674;111800000;172000000;172000000;2024-11-14
2025-01-15;KC Makassar;10448;1000005248;1000000005248;Giro;Nasabah 05248;PN104329;186200000;380000000;380000000;2022-01-02
2025-01-15;KC Surabaya;10753;1000005249;1000000005249;Deposito;Nasabah 05249;PN105128;177600000;222000000;222000000;2023-03-12
2025-01-15;KC Semarang;10282;1000005250;1000000005250;Giro;Nasabah 05250;PN106983;240809999;349000000;349000000;2024-09-19
2025-01-15;KC Bandung;10519;1000005251;1000000005251;Deposito;Nasabah 05251;PN104814;136530000;369000000;369000000;2021-01-08
2025-01-15;KC Medan;10109;1000005252;1000000005252;Deposito;Nasabah 05252;PN102282;298840000;482000000;482000000;2024-04-08
2025-01-15;KC Jakarta;10425;1000005253;1000000005253;Deposito;Nasabah 05253;PN107065;128039999;291000000;291000000;2021-03-18
2025-01-15;KC Bandung;10257;1000005254;1000000005254;Giro;Nasabah 05254;PN100311;48959999;153000000;153000000;2023-09-14
2025-01-15;KC Surabaya;10845;1000005255;1000000005255;Giro;Nasabah 05255;PN102826;133730000;311000000;311000000;2024-11-08
2025-01-15;KC Bandung;10792;1000005256;1000000005256;Giro;Nasabah 05256;PN107535;109340000;142000000;142000000;2021-03-02
2025-01-15;KC Surabaya;10275;1000005257;1000000005257;Giro;Nasabah 05257;PN105910;108300000;361000000;361000000;2021-07-13
2025-01-15;KC Semarang;10619;1000005258;1000000005258;Giro;Nasabah 05258;PN102422;41860000;161000000;161000000;2022-07-10
2025-01-15;KC Jakarta;10633;1000005259;1000000005259;Tabungan;Nasabah 05259;PN101773;266960000;376000000;376000000;2020-11-12
2025-01-15;KC Medan;10089;1000005260;1000000005260;Giro;Nasabah 05260;PN104488;61560000;171000000;171000000;2024-10-24
2025-01-15;KC Jakarta;10451;1000005261;1000000005261;Giro;Nasabah 05261;PN107783;248819999;377000000;377000000;2024-04-14
2025-01-15;KC Bandung;10649;1000005262;1000000005262;Deposito;Nasabah 05262;PN101884;215460000;378000000;378000000;2020-10-26
2025-01-15;KC Bandung;10838;1000005263;1000000005263;Tabungan;Nasabah 05263;PN100276;210520000;277000000;277000000;2023-03-22
2025-01-15;KC Jakarta;10126;1000005264;1000000005264;Giro;Nasabah 05264;PN106194;63709999;277000000;277000000;2021-08-07
2025-01-15;KC Jakarta;10132;1000005265;1000000005265;Giro;Nasabah 05265;PN105689;245440000;416000000;416000000;2022-06-23
2025-01-15;KC Makassar;10125;1000005266;1000000005266;Giro;Nasabah 05266;PN100463;76130000;331000000;331000000;2021-09-04
2025-01-15;KC Surabaya;10557;1000005267;1000000005267;Giro;Nasabah 05267;PN100766;159960000;258000000;258000000;2023-04-26
2025-01-15;KC Jakarta;10512;1000005268;1000000005268;Deposito;Nasabah 05268;PN103335;48060000;178000000;178000000;2020-09-15
2025-01-15;KC Bandung;10631;1000005269;1000000005269;Deposito;Nasabah 05269;PN104758;127110000;223000000;223000000;2024-05-18
2025-01-15;KC Semarang;10560;1000005270;1000000005270;Giro;Nasabah 05270;PN108222;65520000;156000000;156000000;2021-05-07
2025-01-15;KC Surabaya;10440;1000005271;1000000005271;Tabungan;Nasabah 05271;PN103725;95760000;133000000;133000000;2023-01-10
2025-01-15;KC Bandung;10704;1000005272;1000000005272;Tabungan;Nasabah 05272;PN102485;278980000;481000000;481000000;2022-05-20
2025-01-15;KC Medan;10077;1000005273;1000000005273;Deposito;Nasabah 05273;PN108644;162620000;346000000;346000000;2024-02-01
2025-01-15;KC Jakarta;10317;1000005274;1000000005274;Tabungan;Nasabah 05274;PN107555;174720000;273000000;273000000;2024-07-13
2025-01-15;KC Medan;10503;1000005275;1000000005275;Tabungan;Nasabah 05275;PN103029;81200000;140000000;140000000;2021-08-22
2025-01-15;KC Semarang;10681;1000005276;1000000005276;Deposito;Nasabah 05276;PN108744;187980000;241000000;241000000;2021-11-25
2025-01-15;KC Makassar;10058;1000005277;1000000005277;Giro;Nasabah 05277;PN108259;180360000;334000000;334000000;2020-07-01
2025-01-15;KC Bandung;10850;1000005278;1000000005278;Giro;Nasabah 05278;PN108869;48100000;74000000;74000000;2023-07-03
2025-01-15;KC Medan;10585;1000005279;1000000005279;Deposito;Nasabah 05279;PN100395;351360000;488000000;488000000;2024-02-07
2025-01-15;KC Medan;10666;1000005280;1000000005280;Tabungan;Nasabah 05280;PN101117;159460000;469000000;469000000;2020-04-18
2025-01-15;KC Jakarta;10232;1000005281;1000000005281;Deposito;Nasabah 05281;PN107488;76559999;116000000;116000000;2021-03-10
2025-01-15;KC Surabaya;10897;1000005282;1000000005282;Tabungan;Nasabah 05282;PN108633;59100000;197000000;197000000;2023-03-05
2025-01-15;KC Semarang;10344;1000005283;1000000005283;Giro;Nasabah 05283;PN104061;233500000;467000000;467000000;2021-10-04
2025-01-15;KC Jakarta;10052;1000005284;1000000005284;Tabungan;Nasabah 05284;PN101315;48000000;64000000;64000000;2022-05-02
2025-01-15;KC Medan;10548;1000005285;1000000005285;Giro;Nasabah 05285;PN100275;41040000;171000000;171000000;2020-04-02
2025-01-15;KC Medan;10827;1000005286;1000000005286;Tabungan;Nasabah 05286;PN103779;95580000;354000000;354000000;2021-02-13
2025-01-15;KC Surabaya;10781;1000005287;1000000005287;Deposito;Nasabah 05287;PN101924;144000000;288000000;288000000;2020-02-13
2025-01-15;KC Jakarta;10010;1000005288;1000000005288;Deposito;Nasabah 05288;PN107261;151330000;409000000;409000000;2021-06-21
2025-01-15;KC Surabaya;10164;1000005289;1000000005289;Tabungan;Nasabah 05289;PN106946;183150000;333000000;333000000;2023-05-14
2025-01-15;KC Makassar;10336;1000005290;1000000005290;Giro;Nasabah 05290;PN101589;188300000;269000000;269000000;2021-01-10
2025-01-15;KC Surabaya;10435;1000005291;1000000005291;Tabungan;Nasabah 05291;PN102287;36119999;172000000;172000000;2021-03-09
2025-01-15;KC Bandung;10822;1000005292;1000000005292;Giro;Nasabah 05292;PN102711;121500000;225000000;225000000;2024-04-14
2025-01-15;KC Medan;10631;1000005293;1000000005293;Giro;Nasabah 05293;PN103568;310980000;426000000;426000000;2023-05-09
2025-01-15;KC Bandung;10181;1000005294;1000000005294;Tabungan;Nasabah 05294;PN105077;111070000;383000000;383000000;2021-06-14
2025-01-15;KC Surabaya;10277;1000005295;1000000005295;Deposito;Nasabah 05295;PN101018;190349999;423000000;423000000;2020-06-02
2025-01-15;KC Bandung;10498;1000005296;1000000005296;Deposito;Nasabah 05296;PN100699;100980000;198000000;198000000;2020-10-26
2025-01-15;KC Bandung;10769;1000005297;1000000005297;Deposito;Nasabah 05297;PN107891;266400000;360000000;360000000;2020-10-17
2025-01-15;KC Jakarta;10850;1000005298;1000000005298;Giro;Nasabah 05298;PN106363;347250000;463000000;463000000;2022-07-08
2025-01-15;KC Medan;10152;1000005299;1000000005299;Deposito;Nasabah 05299;PN102034;43400000;70000000;70000000;2024-08-18
2025-01-15;KC Jakarta;10220;1000005300;1000000005300;Giro;Nasabah 05300;PN101564;121410000;171000000;171000000;2024-10-12
2025-01-15;KC Medan;10789;1000005301;1000000005301;Tabungan;Nasabah 05301;PN105319;167170000;229000000;229000000;2020-10-26
2025-01-15;KC Bandung;10056;1000005302;1000000005302;Deposito;Nasabah 05302;PN106980;55650000;105000000;105000000;2024-04-23
2025-01-15;KC Makassar;10296;1000005303;1000000005303;Giro;Nasabah 05303;PN108368;89700000;230000000;230000000;2020-08-04
2025-01-15;KC Surabaya;10072;1000005304;1000000005304;Tabungan;Nasabah 05304;PN104972;106200000;177000000;177000000;2020-10-15
2025-01-15;KC Bandung;10845;1000005305;1000000005305;Giro;Nasabah 05305;PN106959;208550000;485000000;485000000;2021-11-03
2025-01-15;KC Bandung;10803;1000005306;1000000005306;Deposito;Nasabah 05306;PN102238;118250000;275000000;275000000;2021-07-05
2025-01-15;KC Semarang;10185;1000005307;1000000005307;Tabungan;Nasabah 05307;PN105961;84629999;403000000;403000000;2024-11-07
2025-01-15;KC Medan;10602;1000005308;1000000005308;Giro;Nasabah 05308;PN101512;84510000;313000000;313000000;2021-05-14
2025-01-15;KC Medan;10400;1000005309;1000000005309;Tabungan;Nasabah 05309;PN100876;201600000;320000000;320000000;2020-02-07
2025-01-15;KC Jakarta;10786;1000005310;1000000005310;Giro;Nasabah 05310;PN102772;65619999;193000000;193000000;2020-05-16
2025-01-15;KC Makassar;10361;1000005311;1000000005311;Tabungan;Nasabah 05311;PN102533;112859999;171000000;171000000;2023-08-11
2025-01-15;KC Surabaya;10380;1000005312;1000000005312;Giro;Nasabah 05312;PN104270;264519999;389000000;389000000;2020-02-13
2025-01-15;KC Medan;10134;1000005313;1000000005313;Giro;Nasabah 05313;PN106514;133280000;476000000;476000000;2022-06-14
2025-01-15;KC Bandung;10702;1000005314;1000000005314;Tabungan;Nasabah 05314;PN102548;39440000;116000000;116000000;2023-08-22
2025-01-15;KC Surabaya;10461;1000005315;1000000005315;Giro;Nasabah 05315;PN103339;71370000;117000000;117000000;2024-06-15
2025-01-15;KC Makassar;10414;1000005316;1000000005316;Giro;Nasabah 05316;PN108342;87360000;168000000;168000000;2023-01-16
2025-01-15;KC Medan;10509;1000005317;1000000005317;Deposito;Nasabah 05317;PN106559;259480000;499000000;499000000;2020-07-13
2025-01-15;KC Makassar;10143;1000005318;1000000005318;Giro;Nasabah 05318;PN100088;185459999;281000000;281000000;2022-07-17
2025-01-15;KC Medan;10888;1000005319;1000000005319;Giro;Nasabah 05319;PN107902;107400000;179000000;179000000;2024-10-23
2025-01-15;KC Semarang;10415;1000005320;1000000005320;Giro;Nasabah 05320;PN108671;75440000;184000000;184000000;2022-10-19
2025-01-15;KC Semarang;10792;1000005321;1000000005321;Giro;Nasabah 05321;PN103705;294060000;377000000;377000000;2022-04-02
2025-01-15;KC Jakarta;10784;1000005322;1000000005322;Giro;Nasabah 05322;PN105858;41100000;137000000;137000000;2021-04-06
2025-01-15;KC Makassar;10608;1000005323;1000000005323;Tabungan;Nasabah 05323;PN107035;242879999;352000000;352000000;2024-02-12
2025-01-15;KC Jakarta;10329;1000005324;1000000005324;Tabungan;Nasabah 05324;PN106716;129309999;193000000;193000000;2024-03-22
2025-01-15;KC Jakarta;10359;1000005325;1000000005325;Deposito;Nasabah 05325;PN106763;23700000;79000000;79000000;2022-02-03
2025-01-15;KC Surabaya;10407;1000005326;1000000005326;Tabungan;Nasabah 05326;PN106965;195990000;417000000;417000000;2022-05-16
2025-01-15;KC Makassar;10523;1000005327;1000000005327;Giro;Nasabah 05327;PN103634;22140000;54000000;54000000;2020-01-24
2025-01-15;KC Jakarta;10557;1000005328;1000000005328;Tabungan;Nasabah 05328;PN102520;167500000;335000000;335000000;2023-09-17
2025-01-15;KC Bandung;10513;1000005329;1000000005329;Giro;Nasabah 05329;PN100635;58520000;76000000;76000000;2021-04-03
2025-01-15;KC Makassar;10420;1000005330;1000000005330;Deposito;Nasabah 05330;PN100936;58050000;135000000;135000000;2020-06-25
2025-01-15;KC Surabaya;10547;1000005331;1000000005331;Tabungan;Nasabah 05331;PN101244;36500000;73000000;73000000;2022-02-05
2025-01-15;KC Jakarta;10867;1000005332;1000000005332;Deposito;Nasabah 05332;PN100729;108800000;272000000;272000000;2021-05-27
2025-01-15;KC Surabaya;10349;1000005333;1000000005333;Giro;Nasabah 05333;PN101085;71300000;230000000;230000000;2021-06-15
2025-01-15;KC Semarang;10571;1000005334;1000000005334;Giro;Nasabah 05334;PN106364;91560000;218000000;218000000;2024-06-16
2025-01-15;KC Medan;10133;1000005335;1000000005335;Deposito;Nasabah 05335;PN107951;32559999;74000000;74000000;2023-07-09
2025-01-15;KC Medan;10251;1000005336;1000000005336;Deposito;Nasabah 05336;PN100596;58079999;88000000;88000000;2023-03-18
2025-01-15;KC Bandung;10283;1000005337;1000000005337;Tabungan;Nasabah 05337;PN107670;87840000;183000000;183000000;2023-01-25
2025-01-15;KC Medan;10830;1000005338;1000000005338;Deposito;Nasabah 05338;PN108282;86459999;393000000;393000000;2023-07-04
2025-01-15;KC Jakarta;10811;1000005339;1000000005339;Giro;Nasabah 05339;PN102132;65099999;186000000;186000000;2023-02-17
2025-01-15;KC Jakarta;10419;1000005340;1000000005340;Tabungan;Nasabah 05340;PN108255;93480000;164000000;164000000;2021-06-22
2025-01-15;KC Bandung;10081;1000005341;1000000005341;Deposito;Nasabah 05341;PN104159;73500000;294000000;294000000;2022-05-13
2025-01-15;KC Semarang;10088;1000005342;1000000005342;Tabungan;Nasabah 05342;PN100155;141480000;262000000;262000000;2021-11-12
2025-01-15;KC Semarang;10023;1000005343;1000000005343;Giro;Nasabah 05343;PN104716;229839999;338000000;338000000;2023-08-15
2025-01-15;KC Jakarta;10478;1000005344;1000000005344;Deposito;Nasabah 05344;PN102275;115050000;195000000;195000000;2024-09-26
2025-01-15;KC Medan;10615;1000005345;1000000005345;Deposito;Nasabah 05345;PN102647;103740000;182000000;182000000;2023-09-19
2025-01-15;KC Jakarta;10598;1000005346;1000000005346;Deposito;Nasabah 05346;PN103848;80040000;276000000;276000000;2021-05-13
2025-01-15;KC Medan;10710;1000005347;1000000005347;Deposito;Nasabah 05347;PN104755;186119999;282000000;282000000;2022-05-19
2025-01-15;KC Semarang;10291;1000005348;1000000005348;Tabungan;Nasabah 05348;PN107316;165239999;243000000;243000000;2024-06-05
2025-01-15;KC Bandung;10131;1000005349;1000000005349;Tabungan;Nasabah 05349;PN106242;94860000;153000000;153000000;2022-06-08
2025-01-15;KC Surabaya;10423;1000005350;1000000005350;Tabungan;Nasabah 05350;PN103942;324059999;491000000;491000000;2024-10-02
2025-01-15;KC Jakarta;10360;1000005351;1000000005351;Deposito;Nasabah 05351;PN105273;217070000;443000000;443000000;2023-07-27
2025-01-15;KC Semarang;10624;1000005352;1000000005352;Tabungan;Nasabah 05352;PN101380;124440000;244000000;244000000;2024-06-26
2025-01-15;KC Semarang;10467;1000005353;1000000005353;Deposito;Nasabah 05353;PN108571;108680000;209000000;209000000;2024-04-22
2025-01-15;KC Bandung;10431;1000005354;1000000005354;Giro;Nasabah 05354;PN104778;117040000;209000000;209000000;2022-09-16
2025-01-15;KC Bandung;10266;1000005355;1000000005355;Deposito;Nasabah 05355;PN101981;123540000;213000000;213000000;2022-03-19
2025-01-15;KC Surabaya;10748;1000005356;1000000005356;Tabungan;Nasabah 05356;PN101857;61639999;268000000;268000000;2020-07-10
2025-01-15;KC Jakarta;10074;1000005357;1000000005357;Giro;Nasabah 05357;PN102954;109019999;158000000;158000000;2023-05-11
2025-01-15;KC Jakarta;10146;1000005358;1000000005358;Deposito;Nasabah 05358;PN106486;93159999;274000000;274000000;2023-07-25
2025-01-15;KC Makassar;10774;1000005359;1000000005359;Deposito;Nasabah 05359;PN106608;85120000;224000000;224000000;2023-10-05
2025-01-15;KC Jakarta;10710;1000005360;1000000005360;Deposito;Nasabah 05360;PN107691;61920000;172000000;172000000;2022-03-25
2025-01-15;KC Semarang;10213;1000005361;1000000005361;Tabungan;Nasabah 05361;PN105698;137900000;394000000;394000000;2023-07-10
2025-01-15;KC Makassar;10839;1000005362;1000000005362;Tabungan;Nasabah 05362;PN102808;51480000;132000000;132000000;2020-11-01
2025-01-15;KC Bandung;10693;1000005363;1000000005363;Giro;Nasabah 05363;PN106013;32670000;121000000;121000000;2023-11-05
2025-01-15;KC Jakarta;10244;1000005364;1000000005364;Giro;Nasabah 05364;PN102163;102960000;132000000;132000000;2022-06-05
2025-01-15;KC Surabaya;10039;1000005365;1000000005365;Deposito;Nasabah 05365;PN102036;158840000;209000000;209000000;2024-04-08
2025-01-15;KC Surabaya;10610;1000005366;1000000005366;Deposito;Nasabah 05366;PN103742;90200000;220000000;220000000;2023-05-05
2025-01-15;KC Jakarta;10210;1000005367;1000000005367;Deposito;Nasabah 05367;PN105024;94770000;243000000;243000000;2020-03-25
2025-01-15;KC Surabaya;10515;1000005368;1000000005368;Deposito;Nasabah 05368;PN101690;278240000;376000000;376000000;2021-04-12
2025-01-15;KC Semarang;10209;1000005369;1000000005369;Tabungan;Nasabah 05369;PN104945;279200000;349000000;349000000;2020-11-04
2025-01-15;KC Semarang;10636;1000005370;1000000005370;Giro;Nasabah 05370;PN100309;107300000;370000000;370000000;2022-02-02
2025-01-15;KC Semarang;10569;1000005371;1000000005371;Deposito;Nasabah 05371;PN100333;63210000;147000000;147000000;2024-05-05
2025-01-15;KC Makassar;10642;1000005372;1000000005372;Giro;Nasabah 05372;PN107418;25220000;97000000;97000000;2020-02-06
2025-01-15;KC Makassar;10520;1000005373;1000000005373;Tabungan;Nasabah 05373;PN103710;157320000;414000000;414000000;2020-07-07
2025-01-15;KC Semarang;10762;1000005374;1000000005374;Giro;Nasabah 05374;PN106497;236520000;438000000;438000000;2023-10-17
2025-01-15;KC Bandung;10117;1000005375;1000000005375;Giro;Nasabah 05375;PN104247;259959999;388000000;388000000;2020-10-19
2025-01-15;KC Bandung;10046;1000005376;1000000005376;Tabungan;Nasabah 05376;PN100933;69840000;291000000;291000000;2024-11-20
2025-01-15;KC Semarang;10882;1000005377;1000000005377;Tabungan;Nasabah 05377;PN100317;214200000;306000000;306000000;2020-10-14
2025-01-15;KC Medan;10588;1000005378;1000000005378;Deposito;Nasabah 05378;PN104742;80040000;116000000;116000000;2023-10-01
2025-01-15;KC Medan;10059;1000005379;1000000005379;Deposito;Nasabah 05379;PN108577;100000000;200000000;200000000;2024-03-14
2025-01-15;KC Bandung;10790;1000005380;1000000005380;Tabungan;Nasabah 05380;PN100975;51060000;69000000;69000000;2020-01-20
2025-01-15;KC Jakarta;10210;1000005381;1000000005381;Tabungan;Nasabah 05381;PN107134;94800000;395000000;395000000;2021-08-10
2025-01-15;KC Bandung;10605;1000005382;1000000005382;Tabungan;Nasabah 05382;PN108859;70619999;321000000;321000000;2020-03-18
2025-01-15;KC Jakarta;10433;1000005383;1000000005383;Tabungan;Nasabah 05383;PN100789;237800000;410000000;410000000;2021-08-14
2025-01-15;KC Medan;10310;1000005384;1000000005384;Deposito;Nasabah 05384;PN102851;177590000;413000000;413000000;2024-06-17
2025-01-15;KC Surabaya;10692;1000005385;1000000005385;Deposito;Nasabah 05385;PN105728;193949999;431000000;431000000;2022-11-12
2025-01-15;KC Surabaya;10275;1000005386;1000000005386;Giro;Nasabah 05386;PN105440;81900000;210000000;210000000;2020-05-01
2025-01-15;KC Bandung;10145;1000005387;1000000005387;Deposito;Nasabah 05387;PN102904;28979999;138000000;138000000;2024-03-03
2025-01-15;KC Medan;10843;1000005388;1000000005388;Giro;Nasabah 05388;PN102923;32500000;65000000;65000000;2020-02-27
2025-01-15;KC Bandung;10747;1000005389;1000000005389;Deposito;Nasabah 05389;PN103745;305280000;424000000;424000000;2023-05-21
2025-01-15;KC Medan;10026;1000005390;1000000005390;Deposito;Nasabah 05390;PN103807;104189999;453000000;453000000;2023-08-14
2025-01-15;KC Surabaya;10104;1000005391;1000000005391;Deposito;Nasabah 05391;PN108060;77280000;184000000;184000000;2023-04-05
2025-01-15;KC Makassar;10148;1000005392;1000000005392;Tabungan;Nasabah 05392;PN108301;93000000;186000000;186000000;2020-03-01
2025-01-15;KC Jakarta;10539;1000005393;1000000005393;Giro;Nasabah 05393;PN100619;237000000;395000000;395000000;2022-08-17
2025-01-15;KC Semarang;10203;1000005394;1000000005394;Tabungan;Nasabah 05394;PN105035;122099999;370000000;370000000;2023-11-20
2025-01-15;KC Surabaya;10108;1000005395;1000000005395;Tabungan;Nasabah 05395;PN106293;99200000;124000000;124000000;2021-05-23
2025-01-15;KC Jakarta;10072;1000005396;1000000005396;Giro;Nasabah 05396;PN107277;135280000;178000000;178000000;2021-04-16
2025-01-15;KC Bandung;10326;1000005397;1000000005397;Tabungan;Nasabah 05397;PN106781;155610000;247000000;247000000;2024-03-15
2025-01-15;KC Makassar;10006;1000005398;1000000005398;Deposito;Nasabah 05398;PN104274;88399999;260000000;260000000;2021-10-20
2025-01-15;KC Surabaya;10898;1000005399;1000000005399;Giro;Nasabah 05399;PN107963;185730000;453000000;453000000;2024-03-23
2025-01-15;KC Medan;10776;1000005400;1000000005400;Giro;Nasabah 05400;PN102087;33060000;57000000;57000000;2024-09-15
2025-01-15;KC Makassar;10837;1000005401;1000000005401;Giro;Nasabah 05401;PN107916;21080000;68000000;68000000;2023-07-16
2025-01-15;KC Jakarta;10891;1000005402;1000000005402;Tabungan;Nasabah 05402;PN105965;135720000;174000000;174000000;2020-11-26
2025-01-15;KC Medan;10010;1000005403;1000000005403;Deposito;Nasabah 05403;PN102075;74700000;166000000;166000000;2021-06-09
2025-01-15;KC Jakarta;10054;1000005404;1000000005404;Tabungan;Nasabah 05404;PN104498;224220000;303000000;303000000;2022-10-27
2025-01-15;KC Makassar;10355;1000005405;1000000005405;Tabungan;Nasabah 05405;PN103689;236600000;455000000;455000000;2023-03-20
2025-01-15;KC Semarang;10740;1000005406;1000000005406;Tabungan;Nasabah 05406;PN108434;87779999;133000000;133000000;2022-03-11
2025-01-15;KC Semarang;10564;1000005407;1000000005407;Deposito;Nasabah 05407;PN106251;140010000;359000000;359000000;2022-04-12
2025-01-15;KC Bandung;10575;1000005408;1000000005408;Tabungan;Nasabah 05408;PN101326;219450000;285000000;285000000;2022-06-04
2025-01-15;KC Makassar;10262;1000005409;1000000005409;Giro;Nasabah 05409;PN106501;163060000;263000000;263000000;2021-02-01
2025-01-15;KC Surabaya;10685;1000005410;1000000005410;Deposito;Nasabah 05410;PN108101;203360000;328000000;328000000;2021-10-20
2025-01-15;KC Jakarta;10071;1000005411;1000000005411;Deposito;Nasabah 05411;PN107577;134680000;481000000;481000000;2021-09-09
2025-01-15;KC Bandung;10643;1000005412;1000000005412;Deposito;Nasabah 05412;PN101272;111360000;174000000;174000000;2021-07-08
2025-01-15;KC Makassar;10599;1000005413;1000000005413;Giro;Nasabah 05413;PN102550;128510000;181000000;181000000;2023-11-13
2025-01-15;KC Bandung;10040;1000005414;1000000005414;Tabungan;Nasabah 05414;PN102500;92340000;243000000;243000000;2021-10-23
2025-01-15;KC Surabaya;10177;1000005415;1000000005415;Tabungan;Nasabah 05415;PN103072;354750000;473000000;473000000;2021-02-01
2025-01-15;KC Makassar;10762;1000005416;1000000005416;Giro;Nasabah 05416;PN103418;41789999;199000000;199000000;2024-08-07
2025-01-15;KC Semarang;10589;1000005417;1000000005417;Deposito;Nasabah 05417;PN105480;309600000;430000000;430000000;2021-09-10
2025-01-15;KC Jakarta;10434;1000005418;1000000005418;Deposito;Nasabah 05418;PN102586;143840000;496000000;496000000;2024-02-13
2025-01-15;KC Jakarta;10338;1000005419;1000000005419;Tabungan;Nasabah 05419;PN103091;127440000;177000000;177000000;2021-10-07
2025-01-15;KC Makassar;10732;1000005420;1000000005420;Deposito;Nasabah 05420;PN108664;67979999;103000000;103000000;2021-02-08
2025-01-15;KC Jakarta;10849;1000005421;1000000005421;Deposito;Nasabah 05421;PN100086;263899999;377000000;377000000;2024-10-11
2025-01-15;KC Medan;10097;1000005422;1000000005422;Deposito;Nasabah 05422;PN102726;51840000;96000000;96000000;2021-11-21
2025-01-15;KC Semarang;10525;1000005423;1000000005423;Giro;Nasabah 05423;PN108093;50139999;109000000;109000000;2022-08-21
2025-01-15;KC Jakarta;10641;1000005424;1000000005424;Tabungan;Nasabah 05424;PN104719;285200000;460000000;460000000;2020-06-11
2025-01-15;KC Makassar;10428;1000005425;1000000005425;Giro;Nasabah 05425;PN101401;35000000;70000000;70000000;2022-08-08
2025-01-15;KC Jakarta;10553;1000005426;1000000005426;Tabungan;Nasabah 05426;PN101933;20910000;51000000;51000000;2023-09-05
2025-01-15;KC Semarang;10848;1000005427;1000000005427;Tabungan;Nasabah 05427;PN107390;76999999;350000000;350000000;2021-07-05
2025-01-15;KC Makassar;10724;1000005428;1000000005428;Tabungan;Nasabah 05428;PN104807;59280000;228000000;228000000;2022-10-05
2025-01-15;KC Jakarta;10697;1000005429;1000000005429;Tabungan;Nasabah 05429;PN106540;167280000;408000000;408000000;2022-02-09
